path,filename,archive,market_start,market_end,complete,line_count,book_messages_total,in_window_book_messages,trade_count_window,snapshots,deltas,sequence_breaks,first_book_age,last_book_age,sampled_points,outcome,outcome_source,final_quote_proxy,final_trade_proxy,elapsed_seconds,fatal_error,raw_status,raw_leader,raw_leader_time,raw_pullback_time,raw_confirm_time,raw_entry_side,raw_up_ask_at_entry,raw_down_ask_at_entry,raw_entry_levels,sampled_status,sampled_leader,sampled_leader_time,sampled_pullback_time,sampled_confirm_time,sampled_entry_side,sampled_up_ask_at_entry,sampled_down_ask_at_entry,sampled_entry_levels,market_start_utc,market_end_utc,raw_flat_cash_budget,raw_flat_total_debit,raw_flat_principal,raw_flat_fee,raw_flat_shares,raw_flat_avg_price,raw_flat_effective_cost_per_share,raw_flat_worst_price,raw_flat_levels_used,raw_flat_fill_ratio,raw_flat_win,raw_flat_pnl,sampled_flat_cash_budget,sampled_flat_total_debit,sampled_flat_principal,sampled_flat_fee,sampled_flat_shares,sampled_flat_avg_price,sampled_flat_effective_cost_per_share,sampled_flat_worst_price,sampled_flat_levels_used,sampled_flat_fill_ratio,sampled_flat_win,sampled_flat_pnl
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786941900-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786941900-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786941900,1786942200,True,93608,92643,84728,899,991,91652,0,0.0,300.0,301,UP,quotes,0.99,,1.017244815826416,,leader_confirm_too_early_in_market,UP,14.333,14.34,55.901,,,,,leader_confirm_too_soon_after_pullback,UP,56.0,61.0,64.0,,,,,2026-08-17T04:45:00+00:00,2026-08-17T04:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786942200-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786942200-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786942200,1786942500,True,134462,132973,125450,1396,1532,131441,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,1.6214568614959717,,leader_confirm_too_soon_after_pullback,UP,81.641,81.917,97.305,,,,,leader_confirm_too_soon_after_pullback,UP,95.0,96.0,98.0,,,,,2026-08-17T04:50:00+00:00,2026-08-17T04:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786942500-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786942500-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786942500,1786942800,True,128945,127286,119841,1582,1745,125541,0,0.0,299.986,301,UP,quotes+trades,0.99,0.99,1.3884460926055908,,leader_confirm_too_soon_after_pullback,UP,17.033,39.8,43.803,,,,,leader_confirm_too_soon_after_pullback,UP,18.0,40.0,44.0,,,,,2026-08-17T04:55:00+00:00,2026-08-17T05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786942800-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786942800-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786942800,1786943100,True,145263,143645,135781,1535,1677,141968,0,0.0,299.977,301,DOWN,quotes+trades,0.01,0.01,1.5434770584106445,,leader_confirm_too_soon_after_pullback,DOWN,52.863,55.233,58.611,,,,,leader_confirm_too_soon_after_pullback,DOWN,53.0,56.0,59.0,,,,,2026-08-17T05:00:00+00:00,2026-08-17T05:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786943100-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786943100-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786943100,1786943400,True,84822,84032,76332,712,807,83225,0,0.0,299.986,301,DOWN,quotes+trades,0.001,0.001,0.7756860256195068,,leader_confirm_too_soon_after_pullback,DOWN,5.535,9.569,11.259,,,,,leader_confirm_too_soon_after_pullback,DOWN,6.0,10.0,12.0,,,,,2026-08-17T05:05:00+00:00,2026-08-17T05:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786943400-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786943400-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786943400,1786943700,True,126410,124727,116979,1609,1766,122961,0,0.0,299.98,301,UP,quotes+trades,0.99,0.99,1.3609600067138672,,leader_confirm_too_soon_after_pullback,UP,16.174,16.18,17.589,,,,,leader_confirm_too_soon_after_pullback,UP,18.0,36.0,40.0,,,,,2026-08-17T05:10:00+00:00,2026-08-17T05:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786943700-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786943700-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786943700,1786944000,True,118512,117213,108944,1214,1348,115865,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.6175282001495361,,opposite_confirmed_first,DOWN,72.958,78.742,157.674,,,,,opposite_confirmed_first,DOWN,73.0,79.0,158.0,,,,,2026-08-17T05:15:00+00:00,2026-08-17T05:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786944000-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786944000-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786944000,1786944300,True,103857,102837,95308,931,1052,101785,0,0.0,300.0,301,UP,quotes+trades,0.999,0.99,1.6143481731414795,,no_pullback,UP,155.006,,,,,,,no_pullback,UP,156.0,,,,,,,2026-08-17T05:20:00+00:00,2026-08-17T05:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786944300-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786944300-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786944300,1786944600,True,71417,70633,62734,695,801,69832,0,0.0,299.983,301,DOWN,quotes+trades,0.001,0.001,0.8369579315185547,,leader_confirm_too_soon_after_pullback,DOWN,5.42,5.43,8.588,,,,,no_pullback,DOWN,10.0,,,,,,,2026-08-17T05:25:00+00:00,2026-08-17T05:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786944600-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786944600-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786944600,1786944900,True,141466,139953,131801,1407,1581,138372,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.3852028846740723,,leader_confirm_too_soon_after_pullback,UP,3.506,3.521,3.545,,,,,trade,UP,4.0,7.0,221.0,UP,0.76,0.25,"[[0.76,92.99],[0.77,21.0],[0.78,20.0],[0.79,37.5],[0.8,270.0]]",2026-08-17T05:30:00+00:00,2026-08-17T05:35:00+00:00,,,,,,,,,,,,,300.0,300.0,295.58735974358973,4.412640256410256,375.88994967948713,0.7863667544067895,0.7981059356755966,0.8,5.0,1.0,True,75.88994967948713
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786944900-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786944900-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786944900,1786945200,True,87008,86058,78702,897,969,85089,0,0.0,300.0,301,DOWN,quotes+trades,0.001,0.001,0.9235761165618896,,leader_confirm_too_soon_after_pullback,DOWN,6.47,14.251,29.742,,,,,leader_confirm_too_soon_after_pullback,DOWN,7.0,15.0,30.0,,,,,2026-08-17T05:35:00+00:00,2026-08-17T05:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786945200-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786945200-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786945200,1786945500,True,125975,124571,115933,1281,1438,123133,0,0.0,300.0,301,UP,quotes,0.99,,1.4589591026306152,,opposite_confirmed_first,DOWN,61.918,61.944,97.541,,,,,opposite_confirmed_first,DOWN,62.0,63.0,98.0,,,,,2026-08-17T05:40:00+00:00,2026-08-17T05:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786945500-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786945500-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786945500,1786945800,True,111234,109998,102021,1170,1265,108733,0,0.0,299.987,301,UP,quotes+trades,0.99,0.99,1.5662798881530762,,no_pullback,UP,189.232,,,,,,,no_pullback,UP,190.0,,,,,,,2026-08-17T05:45:00+00:00,2026-08-17T05:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786945800-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786945800-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786945800,1786946100,True,75726,74911,66852,725,831,74080,0,0.0,299.979,301,UP,quotes,0.99,,0.6337573528289795,,leader_confirm_too_soon_after_pullback,UP,0.349,0.378,2.305,,,,,no_pullback,UP,3.0,,,,,,,2026-08-17T05:50:00+00:00,2026-08-17T05:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786946100-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786946100-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786946100,1786946400,True,115994,114705,107432,1213,1326,113379,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,1.18333101272583,,leader_confirm_too_soon_after_pullback,DOWN,105.047,105.12,105.184,,,,,trade,DOWN,106.0,114.0,193.0,DOWN,0.27,0.81,"[[0.81,71.41],[0.82,110.6],[0.83,78.39],[0.84,69.3],[0.85,80.39]]",2026-08-17T05:55:00+00:00,2026-08-17T06:00:00+00:00,,,,,,,,,,,,,300.0,300.0,296.4035144383968,3.5964855616031675,358.6337816922316,0.8264796278805691,0.8365079234433378,0.85,5.0,1.0,True,58.633781692231594
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786946400-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786946400-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786946400,1786946700,True,154170,151649,143931,2470,2673,148976,0,0.0,299.99,301,UP,quotes+trades,0.99,0.99,1.464360237121582,,leader_confirm_too_soon_after_pullback,DOWN,14.165,14.177,14.181,,,,,leader_confirm_too_early_in_market,DOWN,22.0,27.0,125.0,,,,,2026-08-17T06:00:00+00:00,2026-08-17T06:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786946700-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786946700-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786946700,1786947000,True,84762,84026,75977,689,747,83279,0,0.0,299.981,301,UP,quotes+trades,0.999,0.999,1.0735487937927246,,no_pullback,UP,134.53,,,,,,,no_pullback,UP,135.0,,,,,,,2026-08-17T06:05:00+00:00,2026-08-17T06:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786947000-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786947000-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786947000,1786947300,True,163426,160704,152256,2595,2817,157887,0,0.004,300.0,301,UP,quotes+trades,0.99,0.99,1.4783549308776855,,leader_confirm_too_soon_after_pullback,UP,2.572,2.618,3.555,,,,,leader_confirm_too_soon_after_pullback,UP,3.0,7.0,9.0,,,,,2026-08-17T06:10:00+00:00,2026-08-17T06:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786947300-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786947300-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786947300,1786947600,True,116030,114697,105947,1253,1379,113318,0,0.0,299.982,301,UP,quotes,0.99,,1.5038809776306152,,no_pullback,UP,130.868,,,,,,,no_pullback,UP,131.0,,,,,,,2026-08-17T06:15:00+00:00,2026-08-17T06:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786947600-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786947600-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786947600,1786947900,True,114147,112712,104701,1356,1493,111219,0,0.0,300.0,301,DOWN,quotes,0.01,,1.1056511402130127,,leader_confirm_too_soon_after_pullback,DOWN,45.908,61.829,62.46,,,,,leader_confirm_too_soon_after_pullback,DOWN,46.0,62.0,63.0,,,,,2026-08-17T06:20:00+00:00,2026-08-17T06:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786947900-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786947900-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786947900,1786948200,True,125092,123602,115261,1401,1551,122051,0,0.0,299.986,301,UP,quotes+trades,0.99,0.99,1.2328681945800781,,leader_confirm_too_soon_after_pullback,UP,95.087,95.165,95.171,,,,,leader_confirm_too_soon_after_pullback,UP,98.0,99.0,101.0,,,,,2026-08-17T06:25:00+00:00,2026-08-17T06:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786948200-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786948200-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786948200,1786948500,True,126356,124752,116692,1518,1672,123080,0,0.001,300.0,301,DOWN,quotes+trades,0.001,0.001,1.139543056488037,,leader_confirm_too_soon_after_pullback,DOWN,16.45,17.61,36.621,,,,,leader_confirm_too_soon_after_pullback,DOWN,17.0,18.0,37.0,,,,,2026-08-17T06:30:00+00:00,2026-08-17T06:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786948500-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786948500-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786948500,1786948800,True,80547,79660,71940,808,911,78749,0,0.0,299.979,301,UP,quotes+trades,0.999,0.999,0.8116428852081299,,leader_confirm_too_soon_after_pullback,UP,8.063,87.866,92.44,,,,,leader_confirm_too_soon_after_pullback,UP,9.0,88.0,93.0,,,,,2026-08-17T06:35:00+00:00,2026-08-17T06:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786948800-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786948800-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786948800,1786949100,True,132792,131112,123623,1602,1733,129379,0,0.0,299.988,301,UP,quotes+trades,0.99,0.99,1.519575834274292,,opposite_confirmed_first,UP,183.573,207.042,207.081,,,,,leader_confirm_too_soon_after_pullback,UP,184.0,208.0,214.0,,,,,2026-08-17T06:40:00+00:00,2026-08-17T06:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786949100-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786949100-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786949100,1786949400,True,83787,83000,75207,731,809,82191,0,0.0,299.985,301,UP,quotes+trades,0.999,0.999,1.0566473007202148,,no_pullback,UP,47.35,,,,,,,no_pullback,UP,48.0,,,,,,,2026-08-17T06:45:00+00:00,2026-08-17T06:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786949400-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786949400-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786949400,1786949700,True,96737,95619,87050,962,1149,94470,0,0.0,300.0,301,DOWN,quotes+trades,0.001,0.001,0.8437550067901611,,leader_confirm_too_soon_after_pullback,DOWN,12.081,12.383,12.64,,,,,no_pullback,DOWN,13.0,,,,,,,2026-08-17T06:50:00+00:00,2026-08-17T06:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786949700-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786949700-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786949700,1786950000,True,111210,109728,101986,1353,1539,108189,0,0.0,299.983,301,UP,quotes+trades,0.99,0.99,1.0225951671600342,,leader_confirm_too_soon_after_pullback,DOWN,16.593,36.514,38.659,,,,,leader_confirm_too_soon_after_pullback,DOWN,17.0,37.0,39.0,,,,,2026-08-17T06:55:00+00:00,2026-08-17T07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786950000-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786950000-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786950000,1786950300,True,83742,82966,75114,700,801,82165,0,0.0,299.98,301,DOWN,quotes,0.001,,0.7902860641479492,,leader_confirm_too_soon_after_pullback,DOWN,14.82,15.776,47.988,,,,,leader_confirm_too_soon_after_pullback,DOWN,15.0,16.0,48.0,,,,,2026-08-17T07:00:00+00:00,2026-08-17T07:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786950300-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786950300-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786950300,1786950600,True,103662,102455,94680,1106,1235,101220,0,0.0,299.979,301,UP,quotes+trades,0.99,0.99,0.8990411758422852,,leader_confirm_too_soon_after_pullback,UP,8.004,10.09,10.299,,,,,leader_confirm_too_soon_after_pullback,UP,9.0,20.0,32.0,,,,,2026-08-17T07:05:00+00:00,2026-08-17T07:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786950600-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786950600-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786950600,1786950900,True,163568,161514,153715,1948,2108,159406,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,1.4347140789031982,,leader_confirm_too_soon_after_pullback,UP,22.432,22.439,22.524,,,,,leader_confirm_too_soon_after_pullback,UP,26.0,31.0,33.0,,,,,2026-08-17T07:10:00+00:00,2026-08-17T07:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786950900-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786950900-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786950900,1786951200,True,94884,93826,86012,988,1094,92732,0,0.0,299.978,301,DOWN,quotes,0.001,,1.0081288814544678,,leader_confirm_too_soon_after_pullback,DOWN,37.383,82.751,90.481,,,,,leader_confirm_too_soon_after_pullback,DOWN,38.0,83.0,91.0,,,,,2026-08-17T07:15:00+00:00,2026-08-17T07:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786951200-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786951200-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786951200,1786951500,True,118986,117571,109862,1310,1466,116105,0,0.0,299.982,301,UP,quotes+trades,0.99,0.99,1.2427058219909668,,leader_confirm_too_soon_after_pullback,UP,131.285,132.16,132.46,,,,,leader_confirm_too_soon_after_pullback,UP,132.0,136.0,138.0,,,,,2026-08-17T07:20:00+00:00,2026-08-17T07:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786951500-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786951500-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786951500,1786951800,True,121768,120261,112563,1438,1565,118696,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.2757461071014404,,leader_confirm_too_soon_after_pullback,DOWN,115.572,119.252,119.31,,,,,leader_confirm_too_soon_after_pullback,DOWN,116.0,173.0,188.0,,,,,2026-08-17T07:25:00+00:00,2026-08-17T07:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786951800-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786951800-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786951800,1786952100,True,113645,112198,104066,1360,1496,110702,0,0.0,300.0,301,DOWN,quotes+trades,0.001,0.001,1.0607647895812988,,leader_confirm_too_soon_after_pullback,DOWN,30.508,31.578,41.966,,,,,leader_confirm_too_soon_after_pullback,DOWN,31.0,32.0,42.0,,,,,2026-08-17T07:30:00+00:00,2026-08-17T07:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786952100-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786952100-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786952100,1786952400,True,140425,138470,130862,1875,2051,136419,0,0.0,299.984,301,DOWN,quotes+trades,0.01,0.01,1.5786778926849365,,leader_confirm_too_soon_after_pullback,DOWN,161.723,161.737,165.715,,,,,leader_confirm_too_soon_after_pullback,DOWN,162.0,202.0,206.0,,,,,2026-08-17T07:35:00+00:00,2026-08-17T07:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786952400-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786952400-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786952400,1786952700,True,112504,111256,103626,1183,1298,109958,0,0.0,299.985,301,DOWN,quotes+trades,0.01,0.01,1.063269853591919,,leader_confirm_too_soon_after_pullback,DOWN,30.136,33.352,60.182,,,,,leader_confirm_too_soon_after_pullback,DOWN,31.0,34.0,61.0,,,,,2026-08-17T07:40:00+00:00,2026-08-17T07:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786952700-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786952700-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786952700,1786953000,True,129640,128130,120016,1420,1558,126572,0,0.0,299.978,301,DOWN,quotes+trades,0.01,0.01,1.1834971904754639,,leader_confirm_too_soon_after_pullback,UP,44.927,44.962,44.977,,,,,leader_confirm_too_early_in_market,UP,45.0,46.0,101.0,,,,,2026-08-17T07:45:00+00:00,2026-08-17T07:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786953000-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786953000-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786953000,1786953300,True,149545,147373,139837,2100,2266,145107,0,0.0,299.981,301,UP,quotes+trades,0.99,0.99,1.5677142143249512,,leader_confirm_too_soon_after_pullback,UP,127.664,130.204,138.069,,,,,leader_confirm_too_soon_after_pullback,UP,128.0,131.0,141.0,,,,,2026-08-17T07:50:00+00:00,2026-08-17T07:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786953300-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786953300-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786953300,1786953600,True,92988,91589,84257,1328,1446,90143,0,0.0,299.982,301,UP,quotes+trades,0.99,0.99,0.8396570682525635,,leader_confirm_too_soon_after_pullback,UP,30.769,30.783,31.912,,,,,leader_confirm_too_soon_after_pullback,UP,31.0,269.0,270.0,,,,,2026-08-17T07:55:00+00:00,2026-08-17T08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786953600-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786953600-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786953600,1786953900,True,112954,111553,103081,1259,1455,110098,0,0.002,300.0,301,DOWN,quotes+trades,0.01,0.01,1.4628541469573975,,no_pullback,DOWN,65.357,,,,,,,no_pullback,DOWN,66.0,,,,,,,2026-08-17T08:00:00+00:00,2026-08-17T08:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
